,ISO_1,LangName_1,ISO_2,LangName_2,Similarity,Robustness
12414,guj,Gujarati,tel,Telugu,9.569,High
12416,guj,Gujarati,tgk,Tajik,1.666,Medium
12417,guj,Gujarati,tgl,Tagalog,1.068,Medium
12418,guj,Gujarati,tha,Thai,0.665,High
12425,guj,Gujarati,tur,Turkish,1.311,High
12432,guj,Gujarati,ukr,Ukrainian,0.831,High
12433,guj,Gujarati,urd,Urdu,6.14,High
12437,guj,Gujarati,vie,Vietnamese,0.504,High
12448,guj,Gujarati,yor,Yoruba,0.226,Medium
12450,guj,Gujarati,yue,Yue Chinese,0.023,Medium
12451,guj,Gujarati,zsm,Standard Malay,1.019,High
12452,guj,Gujarati,zul,Zulu,0.362,High
12845,heb,Hebrew,hin,Hindi,0.258,High
12846,heb,Hebrew,hrv,Croatian,0.474,High
12848,heb,Hebrew,hun,Hungarian,0.436,High
12849,heb,Hebrew,hye,Armenian,0.392,High
12850,heb,Hebrew,ind,Indonesian,0.318,High
12851,heb,Hebrew,isl,Icelandic,0.195,High
12852,heb,Hebrew,ita,Italian,0.606,High
12854,heb,Hebrew,jav,Javanese,0.127,Low
12855,heb,Hebrew,jpn,Japanese,0.211,High
12859,heb,Hebrew,kan,Kannada,0.165,High
12861,heb,Hebrew,kat,Georgian,0.255,High
12862,heb,Hebrew,kaz,Kazakh,0.382,Medium
12864,heb,Hebrew,khm,Khmer,0.064,Medium
12866,heb,Hebrew,kir,Kirghiz,0.239,Medium
12871,heb,Hebrew,kor,Korean,0.139,High
12875,heb,Hebrew,lao,Lao,0.046,Medium
12881,heb,Hebrew,lit,Lithuanian,0.652,High
12886,heb,Hebrew,lug,Ganda,0.069,Medium
12887,heb,Hebrew,luo,Luo,0.298,Medium
12890,heb,Hebrew,mal,Malayalam,0.221,High
12891,heb,Hebrew,mar,Marathi,0.177,High
12896,heb,Hebrew,mkd,Macedonian,0.515,High
12897,heb,Hebrew,mlt,Maltese,0.768,Medium
12898,heb,Hebrew,mni,Manipuri,0.192,High
12904,heb,Hebrew,mya,Burmese,0.109,Medium
12912,heb,Hebrew,nld,Dutch,0.566,High
12913,heb,Hebrew,nno,Norwegian Nynorsk,0.602,High
12914,heb,Hebrew,nob,Norwegian Bokmål,0.551,High
12917,heb,Hebrew,nya,Nyanja,0.071,Medium
12921,heb,Hebrew,pan,Panjabi,0.355,High
12925,heb,Hebrew,pol,Polish,0.488,High
12926,heb,Hebrew,por,Portuguese,0.744,High
12929,heb,Hebrew,ron,Romanian,0.478,High
12932,heb,Hebrew,rus,Russian,0.427,High
12939,heb,Hebrew,slk,Slovak,0.503,High
12940,heb,Hebrew,slv,Slovenian,0.511,High
12943,heb,Hebrew,snd,Sindhi,0.233,Low
12944,heb,Hebrew,som,Somali,0.294,Low
12946,heb,Hebrew,spa,Spanish,0.472,High
12952,heb,Hebrew,swe,Swedish,0.472,High
12953,heb,Hebrew,tam,Tamil,0.177,High
12955,heb,Hebrew,tel,Telugu,0.108,High
12956,heb,Hebrew,tgk,Tajik,0.328,Medium
12957,heb,Hebrew,tgl,Tagalog,0.385,Medium
12958,heb,Hebrew,tha,Thai,0.132,High
12964,heb,Hebrew,tur,Turkish,0.479,High
12969,heb,Hebrew,ukr,Ukrainian,0.398,High
12970,heb,Hebrew,urd,Urdu,0.296,High
12974,heb,Hebrew,vie,Vietnamese,0.2,High
12982,heb,Hebrew,yor,Yoruba,0.116,Medium
12983,heb,Hebrew,yue,Yue Chinese,0.065,Medium
12985,heb,Hebrew,zsm,Standard Malay,0.32,High
12986,heb,Hebrew,zul,Zulu,0.131,High
13139,hin,Hindi,hrv,Croatian,0.589,High
13141,hin,Hindi,hun,Hungarian,0.645,High
13142,hin,Hindi,hye,Armenian,0.671,High
13144,hin,Hindi,ind,Indonesian,0.55,High
13145,hin,Hindi,isl,Icelandic,0.529,High
13146,hin,Hindi,ita,Italian,0.649,High
13149,hin,Hindi,jav,Javanese,0.735,Low
13150,hin,Hindi,jpn,Japanese,0.458,High
13155,hin,Hindi,kan,Kannada,2.83,High
13157,hin,Hindi,kat,Georgian,0.563,High
13158,hin,Hindi,kaz,Kazakh,0.962,Medium
13160,hin,Hindi,khm,Khmer,0.669,Medium
13163,hin,Hindi,kir,Kirghiz,1.156,Medium
13169,hin,Hindi,kor,Korean,0.354,High
13174,hin,Hindi,lao,Lao,0.555,Medium
13180,hin,Hindi,lit,Lithuanian,0.489,High
13186,hin,Hindi,lug,Ganda,0.215,Medium
13187,hin,Hindi,luo,Luo,0.556,Medium
13190,hin,Hindi,mal,Malayalam,2.499,High
13191,hin,Hindi,mar,Marathi,3.519,High
13197,hin,Hindi,mkd,Macedonian,1.051,High
13198,hin,Hindi,mlt,Maltese,1.023,Medium
13199,hin,Hindi,mni,Manipuri,0.934,High
13205,hin,Hindi,mya,Burmese,0.662,Medium
13213,hin,Hindi,nld,Dutch,0.839,High
13215,hin,Hindi,nno,Norwegian Nynorsk,0.883,High
13216,hin,Hindi,nob,Norwegian Bokmål,0.731,High
13219,hin,Hindi,nya,Nyanja,0.053,Medium
13225,hin,Hindi,pan,Panjabi,4.464,High
13232,hin,Hindi,pol,Polish,0.585,High
13233,hin,Hindi,por,Portuguese,0.847,High
13237,hin,Hindi,ron,Romanian,0.532,High
13240,hin,Hindi,rus,Russian,0.616,High
13251,hin,Hindi,slk,Slovak,0.481,High
13252,hin,Hindi,slv,Slovenian,0.53,High
13256,hin,Hindi,sna,Shona,0.062,Low
13257,hin,Hindi,snd,Sindhi,0.488,Low
13258,hin,Hindi,som,Somali,0.485,Low
13260,hin,Hindi,spa,Spanish,0.587,High
13267,hin,Hindi,swe,Swedish,0.64,High
13269,hin,Hindi,tam,Tamil,1.124,High
13271,hin,Hindi,tel,Telugu,2.515,High
13273,hin,Hindi,tgk,Tajik,2.061,Medium
13274,hin,Hindi,tgl,Tagalog,0.961,Medium
13275,hin,Hindi,tha,Thai,0.479,High
13282,hin,Hindi,tur,Turkish,1.081,High
13289,hin,Hindi,ukr,Ukrainian,0.844,High
13290,hin,Hindi,urd,Urdu,4.221,High
13294,hin,Hindi,vie,Vietnamese,0.367,High
13304,hin,Hindi,yor,Yoruba,0.117,Medium
13307,hin,Hindi,zsm,Standard Malay,0.72,High
13308,hin,Hindi,zul,Zulu,0.336,High
13326,hrv,Croatian,hun,Hungarian,2.243,High
13327,hrv,Croatian,hye,Armenian,0.826,High
13329,hrv,Croatian,ind,Indonesian,1.4,High
13330,hrv,Croatian,isl,Icelandic,1.045,High
13331,hrv,Croatian,ita,Italian,3.852,High
13334,hrv,Croatian,jav,Javanese,0.389,Low
13335,hrv,Croatian,jpn,Japanese,0.983,High
13339,hrv,Croatian,kan,Kannada,0.44,High
13341,hrv,Croatian,kat,Georgian,1.166,High
13342,hrv,Croatian,kaz,Kazakh,0.968,Medium
13344,hrv,Croatian,khm,Khmer,0.272,Medium
13347,hrv,Croatian,kir,Kirghiz,0.991,Medium
13352,hrv,Croatian,kor,Korean,0.4,High
13358,hrv,Croatian,lao,Lao,0.253,Medium
13365,hrv,Croatian,lit,Lithuanian,3.694,High
13370,hrv,Croatian,lug,Ganda,0.225,Medium
13371,hrv,Croatian,luo,Luo,0.277,Medium
13374,hrv,Croatian,mal,Malayalam,0.523,High
13375,hrv,Croatian,mar,Marathi,0.373,High
13381,hrv,Croatian,mkd,Macedonian,8.744,High
13382,hrv,Croatian,mlt,Maltese,1.722,Medium
13384,hrv,Croatian,mni,Manipuri,0.419,High
13390,hrv,Croatian,mya,Burmese,0.239,Medium
13400,hrv,Croatian,nld,Dutch,3.187,High
13402,hrv,Croatian,nno,Norwegian Nynorsk,2.996,High
13403,hrv,Croatian,nob,Norwegian Bokmål,2.822,High
13410,hrv,Croatian,pan,Panjabi,0.955,High
13416,hrv,Croatian,pol,Polish,4.676,High
13417,hrv,Croatian,por,Portuguese,4.036,High
13421,hrv,Croatian,ron,Romanian,4.004,High
13424,hrv,Croatian,rus,Russian,7.037,High
13436,hrv,Croatian,slk,Slovak,14.332,High
13437,hrv,Croatian,slv,Slovenian,28.16,High
13441,hrv,Croatian,snd,Sindhi,0.196,Low
13442,hrv,Croatian,som,Somali,0.227,Low
13444,hrv,Croatian,spa,Spanish,3.617,High
13451,hrv,Croatian,swe,Swedish,2.994,High
13453,hrv,Croatian,tam,Tamil,0.237,High
13455,hrv,Croatian,tel,Telugu,0.302,High
13457,hrv,Croatian,tgk,Tajik,0.951,Medium
13458,hrv,Croatian,tgl,Tagalog,1.146,Medium
13459,hrv,Croatian,tha,Thai,0.358,High
13466,hrv,Croatian,tur,Turkish,1.526,High
13471,hrv,Croatian,ukr,Ukrainian,4.579,High
13472,hrv,Croatian,urd,Urdu,0.729,High
13476,hrv,Croatian,vie,Vietnamese,0.411,High
13487,hrv,Croatian,yor,Yoruba,0.188,Medium
13491,hrv,Croatian,zsm,Standard Malay,1.032,High
13492,hrv,Croatian,zul,Zulu,0.3,High
13640,hun,Hungarian,hye,Armenian,1.057,High
13642,hun,Hungarian,ind,Indonesian,1.004,High
13643,hun,Hungarian,isl,Icelandic,0.742,High
13644,hun,Hungarian,ita,Italian,2.633,High
13647,hun,Hungarian,jav,Javanese,0.726,Low
13648,hun,Hungarian,jpn,Japanese,0.834,High
13651,hun,Hungarian,kan,Kannada,0.456,High
13653,hun,Hungarian,kat,Georgian,1.494,High
13654,hun,Hungarian,kaz,Kazakh,1.251,Medium
13656,hun,Hungarian,khm,Khmer,0.226,Medium
13658,hun,Hungarian,kir,Kirghiz,1.115,Medium
13663,hun,Hungarian,kor,Korean,0.476,High
13668,hun,Hungarian,lao,Lao,0.286,Medium
13675,hun,Hungarian,lit,Lithuanian,2.195,High
13681,hun,Hungarian,lug,Ganda,0.185,Medium
13682,hun,Hungarian,luo,Luo,0.37,Medium
13684,hun,Hungarian,mal,Malayalam,0.416,High
13685,hun,Hungarian,mar,Marathi,0.404,High
13691,hun,Hungarian,mkd,Macedonian,2.652,High
13692,hun,Hungarian,mlt,Maltese,1.893,Medium
13693,hun,Hungarian,mni,Manipuri,0.436,High
13701,hun,Hungarian,mya,Burmese,0.095,Medium
13710,hun,Hungarian,nld,Dutch,2.315,High
13711,hun,Hungarian,nno,Norwegian Nynorsk,2.245,High
13712,hun,Hungarian,nob,Norwegian Bokmål,2.283,High
13719,hun,Hungarian,pan,Panjabi,0.994,High
13727,hun,Hungarian,pol,Polish,1.943,High
13728,hun,Hungarian,por,Portuguese,2.601,High
13733,hun,Hungarian,ron,Romanian,2.133,High
13736,hun,Hungarian,rus,Russian,1.839,High
13744,hun,Hungarian,slk,Slovak,2.334,High
13745,hun,Hungarian,slv,Slovenian,2.185,High
13748,hun,Hungarian,snd,Sindhi,0.171,Low
13749,hun,Hungarian,som,Somali,0.584,Low
13751,hun,Hungarian,spa,Spanish,2.105,High
13759,hun,Hungarian,swe,Swedish,2.555,High
13762,hun,Hungarian,tam,Tamil,0.268,High
13764,hun,Hungarian,tel,Telugu,0.396,High
13766,hun,Hungarian,tgk,Tajik,1.341,Medium
13767,hun,Hungarian,tgl,Tagalog,1.214,Medium
13768,hun,Hungarian,tha,Thai,0.339,High
13774,hun,Hungarian,tur,Turkish,2.0,High
13779,hun,Hungarian,ukr,Ukrainian,2.112,High
13780,hun,Hungarian,urd,Urdu,0.8,High
13783,hun,Hungarian,vie,Vietnamese,0.549,High
13793,hun,Hungarian,yor,Yoruba,0.464,Medium
13796,hun,Hungarian,zsm,Standard Malay,1.046,High
13797,hun,Hungarian,zul,Zulu,0.357,High
13800,hye,Armenian,ind,Indonesian,0.517,High
13801,hye,Armenian,isl,Icelandic,0.486,High
13802,hye,Armenian,ita,Italian,0.976,High
13804,hye,Armenian,jav,Javanese,0.154,Low
13805,hye,Armenian,jpn,Japanese,0.457,High
13809,hye,Armenian,kan,Kannada,0.339,High
13811,hye,Armenian,kat,Georgian,1.423,High
13812,hye,Armenian,kaz,Kazakh,0.985,Medium
13813,hye,Armenian,khm,Khmer,0.368,Medium
13815,hye,Armenian,kir,Kirghiz,0.853,Medium
13820,hye,Armenian,kor,Korean,0.387,High
13825,hye,Armenian,lao,Lao,0.351,Medium
13831,hye,Armenian,lit,Lithuanian,1.014,High
13837,hye,Armenian,lug,Ganda,0.329,Medium
13838,hye,Armenian,luo,Luo,0.429,Medium
13840,hye,Armenian,mal,Malayalam,0.405,High
13841,hye,Armenian,mar,Marathi,0.49,High
13847,hye,Armenian,mkd,Macedonian,1.521,High
13848,hye,Armenian,mlt,Maltese,1.329,Medium
13849,hye,Armenian,mni,Manipuri,0.3,High
13855,hye,Armenian,mya,Burmese,0.312,Medium
13863,hye,Armenian,nld,Dutch,1.112,High
13864,hye,Armenian,nno,Norwegian Nynorsk,1.129,High
13865,hye,Armenian,nob,Norwegian Bokmål,0.915,High
13871,hye,Armenian,pan,Panjabi,0.789,High
13874,hye,Armenian,pol,Polish,0.874,High
13875,hye,Armenian,por,Portuguese,1.112,High
13880,hye,Armenian,ron,Romanian,0.842,High
13883,hye,Armenian,rus,Russian,0.996,High
13893,hye,Armenian,slk,Slovak,0.77,High
13894,hye,Armenian,slv,Slovenian,0.768,High
13897,hye,Armenian,snd,Sindhi,0.376,Low
13898,hye,Armenian,som,Somali,0.297,Low
13900,hye,Armenian,spa,Spanish,0.797,High
13906,hye,Armenian,swe,Swedish,0.814,High
13908,hye,Armenian,tam,Tamil,0.332,High
13910,hye,Armenian,tel,Telugu,0.289,High
13911,hye,Armenian,tgk,Tajik,1.396,Medium
13912,hye,Armenian,tgl,Tagalog,0.729,Medium
13913,hye,Armenian,tha,Thai,0.292,High
13919,hye,Armenian,tur,Turkish,1.194,High
13924,hye,Armenian,ukr,Ukrainian,1.394,High
13925,hye,Armenian,urd,Urdu,0.743,High
13929,hye,Armenian,vie,Vietnamese,0.315,High
13938,hye,Armenian,yor,Yoruba,0.082,Medium
13939,hye,Armenian,zsm,Standard Malay,0.454,High
13940,hye,Armenian,zul,Zulu,0.243,High
13941,ibo,Igbo,isl,Icelandic,0.179,Low
13943,ibo,Igbo,nld,Dutch,0.126,Low
13944,ibo,Igbo,nno,Norwegian Nynorsk,0.28,Low
13945,ibo,Igbo,nob,Norwegian Bokmål,0.22,Low
13947,ibo,Igbo,swe,Swedish,0.214,Low
13949,ibo,Igbo,tur,Turkish,0.394,Low
14041,ind,Indonesian,isl,Icelandic,0.396,High
14042,ind,Indonesian,ita,Italian,1.938,High
14045,ind,Indonesian,jav,Javanese,1.466,Low
14046,ind,Indonesian,jpn,Japanese,0.668,High
14051,ind,Indonesian,kan,Kannada,0.466,High
14053,ind,Indonesian,kat,Georgian,0.621,High
14054,ind,Indonesian,kaz,Kazakh,0.718,High
14056,ind,Indonesian,khm,Khmer,0.263,Medium
14059,ind,Indonesian,kir,Kirghiz,0.643,Medium
14064,ind,Indonesian,kor,Korean,0.303,High
14069,ind,Indonesian,lao,Lao,0.202,Medium
14075,ind,Indonesian,lit,Lithuanian,1.437,High
14080,ind,Indonesian,lug,Ganda,0.115,Medium
14081,ind,Indonesian,luo,Luo,0.339,Medium
14083,ind,Indonesian,mal,Malayalam,0.504,High
14084,ind,Indonesian,mar,Marathi,0.361,High
14090,ind,Indonesian,mkd,Macedonian,0.912,High
14091,ind,Indonesian,mlt,Maltese,1.094,Medium
14092,ind,Indonesian,mni,Manipuri,0.413,High
14098,ind,Indonesian,mya,Burmese,0.148,Medium
14105,ind,Indonesian,nld,Dutch,1.733,High
14106,ind,Indonesian,nno,Norwegian Nynorsk,1.53,High
14107,ind,Indonesian,nob,Norwegian Bokmål,1.366,High
14114,ind,Indonesian,pan,Panjabi,0.84,High
14120,ind,Indonesian,pol,Polish,1.163,High
14121,ind,Indonesian,por,Portuguese,2.045,High
14125,ind,Indonesian,ron,Romanian,1.615,High
14128,ind,Indonesian,rus,Russian,0.986,High
14138,ind,Indonesian,slk,Slovak,1.307,High
14139,ind,Indonesian,slv,Slovenian,1.394,High
14144,ind,Indonesian,snd,Sindhi,0.126,Low
14146,ind,Indonesian,som,Somali,0.313,Low
14148,ind,Indonesian,spa,Spanish,1.707,High
14155,ind,Indonesian,swe,Swedish,1.427,High
14158,ind,Indonesian,tam,Tamil,0.391,High
14160,ind,Indonesian,tel,Telugu,0.43,High
14162,ind,Indonesian,tgk,Tajik,0.887,Medium
14163,ind,Indonesian,tgl,Tagalog,1.172,Medium
14164,ind,Indonesian,tha,Thai,0.283,High
14171,ind,Indonesian,tur,Turkish,1.118,High
14178,ind,Indonesian,ukr,Ukrainian,0.86,High
14179,ind,Indonesian,urd,Urdu,0.654,High
14183,ind,Indonesian,vie,Vietnamese,0.292,High
14193,ind,Indonesian,yor,Yoruba,0.1,Medium
14195,ind,Indonesian,zsm,Standard Malay,39.924,High
14196,ind,Indonesian,zul,Zulu,0.219,High
14210,isl,Icelandic,ita,Italian,1.053,High
14213,isl,Icelandic,jav,Javanese,0.344,Low
14214,isl,Icelandic,jpn,Japanese,0.564,High
14218,isl,Icelandic,kan,Kannada,0.397,High
14220,isl,Icelandic,kat,Georgian,0.459,High
14221,isl,Icelandic,kaz,Kazakh,0.507,Medium
14223,isl,Icelandic,khm,Khmer,0.214,Medium
14226,isl,Icelandic,kir,Kirghiz,0.443,Medium
14231,isl,Icelandic,kor,Korean,0.307,High
14238,isl,Icelandic,lao,Lao,0.242,Medium
14244,isl,Icelandic,lit,Lithuanian,0.809,High
14250,isl,Icelandic,lug,Ganda,0.196,Medium
14251,isl,Icelandic,luo,Luo,0.346,Medium
14254,isl,Icelandic,mal,Malayalam,0.531,High
14255,isl,Icelandic,mar,Marathi,0.263,High
14261,isl,Icelandic,mkd,Macedonian,1.358,High
14262,isl,Icelandic,mlt,Maltese,0.882,Medium
14263,isl,Icelandic,mni,Manipuri,0.33,High
14270,isl,Icelandic,mya,Burmese,0.181,Medium
14280,isl,Icelandic,nld,Dutch,2.369,High
14282,isl,Icelandic,nno,Norwegian Nynorsk,7.083,High
14283,isl,Icelandic,nob,Norwegian Bokmål,5.66,High
14290,isl,Icelandic,pan,Panjabi,0.68,High
14297,isl,Icelandic,pol,Polish,0.87,High
14298,isl,Icelandic,por,Portuguese,1.15,High
14305,isl,Icelandic,ron,Romanian,0.791,High
14308,isl,Icelandic,rus,Russian,0.785,High
14318,isl,Icelandic,slk,Slovak,1.007,High
14319,isl,Icelandic,slv,Slovenian,0.873,High
14323,isl,Icelandic,snd,Sindhi,0.292,Low
14324,isl,Icelandic,som,Somali,0.475,Low
14326,isl,Icelandic,spa,Spanish,0.851,High
14334,isl,Icelandic,swe,Swedish,5.482,High
14337,isl,Icelandic,tam,Tamil,0.262,High
14339,isl,Icelandic,tel,Telugu,0.336,High
14341,isl,Icelandic,tgk,Tajik,0.737,Medium
14342,isl,Icelandic,tgl,Tagalog,0.471,Medium
14343,isl,Icelandic,tha,Thai,0.265,High
14350,isl,Icelandic,tur,Turkish,0.559,High
14357,isl,Icelandic,ukr,Ukrainian,1.155,High
14358,isl,Icelandic,urd,Urdu,0.58,High
14362,isl,Icelandic,vie,Vietnamese,0.402,High
14372,isl,Icelandic,yor,Yoruba,0.057,Medium
14374,isl,Icelandic,zsm,Standard Malay,0.387,High
14375,isl,Icelandic,zul,Zulu,0.307,High
14378,ita,Italian,jav,Javanese,0.607,Low
14379,ita,Italian,jpn,Japanese,1.675,High
14383,ita,Italian,kan,Kannada,0.572,High
14385,ita,Italian,kat,Georgian,1.434,High
14386,ita,Italian,kaz,Kazakh,1.138,Medium
14388,ita,Italian,khm,Khmer,0.313,Medium
14390,ita,Italian,kir,Kirghiz,0.972,Medium
14395,ita,Italian,kor,Korean,0.518,High
14401,ita,Italian,lao,Lao,0.275,Medium
14407,ita,Italian,lit,Lithuanian,3.487,High
14413,ita,Italian,lug,Ganda,0.167,Medium
14414,ita,Italian,luo,Luo,0.203,Medium
14417,ita,Italian,mal,Malayalam,0.599,High
14418,ita,Italian,mar,Marathi,0.398,High
14424,ita,Italian,mkd,Macedonian,2.603,High
14425,ita,Italian,mlt,Maltese,3.986,Medium
14426,ita,Italian,mni,Manipuri,0.63,High
14433,ita,Italian,mya,Burmese,0.246,Medium
14443,ita,Italian,nld,Dutch,5.195,High
14444,ita,Italian,nno,Norwegian Nynorsk,3.988,High
14445,ita,Italian,nob,Norwegian Bokmål,3.686,High
14448,ita,Italian,nya,Nyanja,0.043,Medium
14453,ita,Italian,pan,Panjabi,1.08,High
14461,ita,Italian,pol,Polish,3.511,High
14462,ita,Italian,por,Portuguese,12.172,High
14467,ita,Italian,ron,Romanian,7.824,High
14470,ita,Italian,rus,Russian,2.816,High
14480,ita,Italian,slk,Slovak,3.332,High
14481,ita,Italian,slv,Slovenian,3.622,High
14485,ita,Italian,snd,Sindhi,0.239,Low
14486,ita,Italian,som,Somali,0.246,Low
14488,ita,Italian,spa,Spanish,10.451,High
14496,ita,Italian,swe,Swedish,3.695,High
14499,ita,Italian,tam,Tamil,0.333,High
14501,ita,Italian,tel,Telugu,0.487,High
14503,ita,Italian,tgk,Tajik,1.156,Medium
14504,ita,Italian,tgl,Tagalog,2.626,Medium
14505,ita,Italian,tha,Thai,0.523,High
14512,ita,Italian,tur,Turkish,2.088,High
14519,ita,Italian,ukr,Ukrainian,2.146,High
14520,ita,Italian,urd,Urdu,0.766,High
14524,ita,Italian,vie,Vietnamese,0.46,High
14535,ita,Italian,yor,Yoruba,0.266,Medium
14537,ita,Italian,zsm,Standard Malay,1.378,High
14538,ita,Italian,zul,Zulu,0.306,High
14683,jav,Javanese,jpn,Japanese,0.187,Low
14684,jav,Javanese,kan,Kannada,0.931,Low
14686,jav,Javanese,kat,Georgian,0.584,Low
14687,jav,Javanese,kaz,Kazakh,1.037,Low
14689,jav,Javanese,khm,Khmer,0.801,Low
14690,jav,Javanese,kir,Kirghiz,1.242,Low
14698,jav,Javanese,lao,Lao,0.269,Low
14703,jav,Javanese,lit,Lithuanian,0.471,Low
14707,jav,Javanese,mal,Malayalam,0.943,Low
14708,jav,Javanese,mar,Marathi,1.064,Low
14713,jav,Javanese,mkd,Macedonian,0.53,Low
14714,jav,Javanese,mlt,Maltese,1.543,Low
14715,jav,Javanese,mni,Manipuri,0.535,Low
14719,jav,Javanese,mya,Burmese,0.601,Low
14725,jav,Javanese,nld,Dutch,0.669,Low
14726,jav,Javanese,nno,Norwegian Nynorsk,1.196,Low
14727,jav,Javanese,nob,Norwegian Bokmål,1.071,Low
14734,jav,Javanese,pan,Panjabi,1.152,Low
14739,jav,Javanese,pol,Polish,0.419,Low
14740,jav,Javanese,por,Portuguese,0.513,Low
14744,jav,Javanese,ron,Romanian,0.74,Low
14747,jav,Javanese,rus,Russian,0.347,Low
14755,jav,Javanese,slk,Slovak,0.467,Low
14756,jav,Javanese,slv,Slovenian,0.446,Low
14760,jav,Javanese,som,Somali,0.962,Low
14762,jav,Javanese,spa,Spanish,0.652,Low
14766,jav,Javanese,swe,Swedish,0.493,Low
14768,jav,Javanese,tam,Tamil,0.763,Low
14770,jav,Javanese,tel,Telugu,1.147,Low
14772,jav,Javanese,tgk,Tajik,1.292,Low
14773,jav,Javanese,tgl,Tagalog,1.948,Low
14774,jav,Javanese,tha,Thai,0.362,Low
14779,jav,Javanese,tur,Turkish,0.963,Low
14783,jav,Javanese,ukr,Ukrainian,0.568,Low
14784,jav,Javanese,urd,Urdu,0.688,Low
14787,jav,Javanese,vie,Vietnamese,0.631,Low
14792,jav,Javanese,yor,Yoruba,0.669,Low
14793,jav,Javanese,zsm,Standard Malay,1.982,Low
14794,jav,Javanese,zul,Zulu,0.14,Low
14798,jpn,Japanese,kan,Kannada,0.434,High
14800,jpn,Japanese,kat,Georgian,0.458,High
14801,jpn,Japanese,kaz,Kazakh,0.387,High
14803,jpn,Japanese,khm,Khmer,0.159,Medium
14806,jpn,Japanese,kir,Kirghiz,0.38,Medium
14811,jpn,Japanese,kor,Korean,2.153,High
14817,jpn,Japanese,lao,Lao,0.251,Medium
14823,jpn,Japanese,lit,Lithuanian,1.106,High
14828,jpn,Japanese,lug,Ganda,0.06,Medium
14829,jpn,Japanese,luo,Luo,0.2,Medium
14832,jpn,Japanese,mal,Malayalam,0.359,High
14833,jpn,Japanese,mar,Marathi,0.262,High
14839,jpn,Japanese,mkd,Macedonian,0.778,High
14840,jpn,Japanese,mlt,Maltese,0.971,Medium
14842,jpn,Japanese,mni,Manipuri,0.44,High
14848,jpn,Japanese,mya,Burmese,0.214,Medium
14857,jpn,Japanese,nld,Dutch,1.302,High
14858,jpn,Japanese,nno,Norwegian Nynorsk,1.576,High
14859,jpn,Japanese,nob,Norwegian Bokmål,1.259,High
14862,jpn,Japanese,nya,Nyanja,0.07,Medium
14867,jpn,Japanese,pan,Panjabi,0.725,High
14873,jpn,Japanese,pol,Polish,1.023,High
14874,jpn,Japanese,por,Portuguese,1.629,High
14879,jpn,Japanese,ron,Romanian,1.183,High
14882,jpn,Japanese,rus,Russian,0.851,High
14892,jpn,Japanese,slk,Slovak,0.921,High
14893,jpn,Japanese,slv,Slovenian,0.86,High
14897,jpn,Japanese,sna,Shona,0.185,Low
14898,jpn,Japanese,snd,Sindhi,0.099,Low
14899,jpn,Japanese,som,Somali,0.093,Low
14901,jpn,Japanese,spa,Spanish,1.219,High
14908,jpn,Japanese,swe,Swedish,1.207,High
14909,jpn,Japanese,tam,Tamil,0.183,High
14911,jpn,Japanese,tel,Telugu,0.389,High
14913,jpn,Japanese,tgk,Tajik,0.58,Medium
14914,jpn,Japanese,tgl,Tagalog,0.543,Medium
14915,jpn,Japanese,tha,Thai,0.352,High
14922,jpn,Japanese,tur,Turkish,0.827,High
14928,jpn,Japanese,ukr,Ukrainian,0.791,High
14929,jpn,Japanese,urd,Urdu,0.486,High
14933,jpn,Japanese,vie,Vietnamese,0.869,High
14944,jpn,Japanese,yor,Yoruba,0.207,Medium
14945,jpn,Japanese,yue,Yue Chinese,0.959,Medium
14947,jpn,Japanese,zsm,Standard Malay,0.576,High
14948,jpn,Japanese,zul,Zulu,0.224,High
15185,kan,Kannada,kat,Georgian,0.401,High
15186,kan,Kannada,kaz,Kazakh,0.454,Medium
15188,kan,Kannada,khm,Khmer,0.349,Medium
15191,kan,Kannada,kir,Kirghiz,0.412,Medium
15196,kan,Kannada,kor,Korean,0.252,High
15202,kan,Kannada,lao,Lao,0.374,Medium
15208,kan,Kannada,lit,Lithuanian,0.277,High
15212,kan,Kannada,lug,Ganda,0.096,Medium
15213,kan,Kannada,luo,Luo,0.344,Medium
15216,kan,Kannada,mal,Malayalam,7.619,High
15217,kan,Kannada,mar,Marathi,2.122,High
15222,kan,Kannada,mkd,Macedonian,0.593,High
15223,kan,Kannada,mlt,Maltese,0.76,Medium
15224,kan,Kannada,mni,Manipuri,1.303,High
15229,kan,Kannada,mya,Burmese,0.103,Medium
15236,kan,Kannada,nld,Dutch,0.565,High
15237,kan,Kannada,nno,Norwegian Nynorsk,0.792,High
15238,kan,Kannada,nob,Norwegian Bokmål,0.633,High
15246,kan,Kannada,pan,Panjabi,9.201,High
15253,kan,Kannada,pol,Polish,0.344,High
15254,kan,Kannada,por,Portuguese,0.606,High
15257,kan,Kannada,ron,Romanian,0.417,High
15260,kan,Kannada,rus,Russian,0.387,High
15269,kan,Kannada,slk,Slovak,0.296,High
15270,kan,Kannada,slv,Slovenian,0.421,High
15274,kan,Kannada,sna,Shona,0.117,Low
15275,kan,Kannada,snd,Sindhi,0.221,Low
15276,kan,Kannada,som,Somali,0.477,Low
15278,kan,Kannada,spa,Spanish,0.444,High
15285,kan,Kannada,swe,Swedish,0.507,High
15287,kan,Kannada,tam,Tamil,3.392,High
15289,kan,Kannada,tel,Telugu,9.359,High
15291,kan,Kannada,tgk,Tajik,0.834,Medium
