,ISO_1,LangName_1,ISO_2,LangName_2,Similarity,Robustness
3407,ben,Bengali,eus,Basque,0.791,High
3414,ben,Bengali,fin,Finnish,0.453,High
3415,ben,Bengali,fra,French,0.849,High
3423,ben,Bengali,gle,Irish,0.806,High
3424,ben,Bengali,glg,Galician,0.697,High
3428,ben,Bengali,guj,Gujarati,16.35,High
3432,ben,Bengali,heb,Hebrew,0.203,High
3435,ben,Bengali,hin,Hindi,3.237,High
3436,ben,Bengali,hrv,Croatian,0.788,High
3438,ben,Bengali,hun,Hungarian,0.775,High
3439,ben,Bengali,hye,Armenian,0.467,High
3441,ben,Bengali,ind,Indonesian,0.678,High
3442,ben,Bengali,isl,Icelandic,0.618,High
3443,ben,Bengali,ita,Italian,0.99,High
3446,ben,Bengali,jav,Javanese,0.951,Low
3447,ben,Bengali,jpn,Japanese,0.677,High
3452,ben,Bengali,kan,Kannada,9.195,High
3454,ben,Bengali,kat,Georgian,0.47,High
3455,ben,Bengali,kaz,Kazakh,0.593,Medium
3457,ben,Bengali,khm,Khmer,0.581,Medium
3460,ben,Bengali,kir,Kirghiz,0.642,Medium
3465,ben,Bengali,kor,Korean,0.403,High
3471,ben,Bengali,lao,Lao,0.28,Medium
3477,ben,Bengali,lit,Lithuanian,0.65,High
3481,ben,Bengali,lug,Ganda,0.058,Medium
3482,ben,Bengali,luo,Luo,0.434,Medium
3484,ben,Bengali,mal,Malayalam,5.102,High
3485,ben,Bengali,mar,Marathi,1.99,High
3491,ben,Bengali,mkd,Macedonian,1.055,High
3492,ben,Bengali,mlt,Maltese,1.319,Medium
3493,ben,Bengali,mni,Manipuri,2.278,High
3498,ben,Bengali,mya,Burmese,0.103,Medium
3506,ben,Bengali,nld,Dutch,1.143,High
3507,ben,Bengali,nno,Norwegian Nynorsk,1.23,High
3508,ben,Bengali,nob,Norwegian Bokmål,1.034,High
3516,ben,Bengali,pan,Panjabi,13.007,High
3524,ben,Bengali,pol,Polish,0.653,High
3525,ben,Bengali,por,Portuguese,1.147,High
3528,ben,Bengali,ron,Romanian,0.689,High
3531,ben,Bengali,rus,Russian,0.642,High
3540,ben,Bengali,slk,Slovak,0.678,High
3541,ben,Bengali,slv,Slovenian,0.703,High
3545,ben,Bengali,sna,Shona,0.122,Low
3546,ben,Bengali,snd,Sindhi,0.333,Low
3547,ben,Bengali,som,Somali,0.717,Low
3549,ben,Bengali,spa,Spanish,0.829,High
3554,ben,Bengali,swe,Swedish,0.974,High
3556,ben,Bengali,tam,Tamil,1.938,High
3558,ben,Bengali,tel,Telugu,5.249,High
3560,ben,Bengali,tgk,Tajik,0.985,Medium
3561,ben,Bengali,tgl,Tagalog,0.866,Medium
3562,ben,Bengali,tha,Thai,0.524,High
3567,ben,Bengali,tur,Turkish,1.05,High
3572,ben,Bengali,ukr,Ukrainian,0.602,High
3573,ben,Bengali,urd,Urdu,4.259,High
3576,ben,Bengali,vie,Vietnamese,0.412,High
3584,ben,Bengali,yor,Yoruba,0.272,Medium
3586,ben,Bengali,yue,Yue Chinese,0.028,Medium
3587,ben,Bengali,zsm,Standard Malay,0.873,High
3588,ben,Bengali,zul,Zulu,0.326,High
4312,bul,Bulgarian,cat,Catalan,2.713,High
4314,bul,Bulgarian,ceb,Cebuano,0.797,Medium
4315,bul,Bulgarian,ces,Czech,5.885,High
4322,bul,Bulgarian,ckb,Central Kurdish,0.159,Medium
4323,bul,Bulgarian,cmn,Mandarin Chinese,0.081,High
4329,bul,Bulgarian,cym,Welsh,1.277,High
4330,bul,Bulgarian,dan,Danish,3.866,High
4331,bul,Bulgarian,deu,German,2.711,High
4335,bul,Bulgarian,ell,Modern Greek,1.271,High
4336,bul,Bulgarian,eng,English,2.182,High
4339,bul,Bulgarian,eus,Basque,2.061,High
4346,bul,Bulgarian,fin,Finnish,1.133,High
4347,bul,Bulgarian,fra,French,2.74,High
4354,bul,Bulgarian,gle,Irish,1.164,High
4355,bul,Bulgarian,glg,Galician,2.304,High
4359,bul,Bulgarian,guj,Gujarati,0.928,High
4363,bul,Bulgarian,heb,Hebrew,0.454,High
4365,bul,Bulgarian,hin,Hindi,0.616,High
4366,bul,Bulgarian,hrv,Croatian,10.397,High
4368,bul,Bulgarian,hun,Hungarian,1.975,High
4369,bul,Bulgarian,hye,Armenian,0.993,High
4372,bul,Bulgarian,ind,Indonesian,1.094,High
4373,bul,Bulgarian,isl,Icelandic,1.268,High
4374,bul,Bulgarian,ita,Italian,3.05,High
4377,bul,Bulgarian,jav,Javanese,0.598,Low
4378,bul,Bulgarian,jpn,Japanese,0.999,High
4383,bul,Bulgarian,kan,Kannada,0.465,High
4385,bul,Bulgarian,kat,Georgian,1.669,High
4386,bul,Bulgarian,kaz,Kazakh,2.162,Medium
4388,bul,Bulgarian,khm,Khmer,0.297,Medium
4391,bul,Bulgarian,kir,Kirghiz,2.019,Medium
4396,bul,Bulgarian,kor,Korean,0.325,High
4402,bul,Bulgarian,lao,Lao,0.25,Medium
4409,bul,Bulgarian,lit,Lithuanian,3.661,High
4414,bul,Bulgarian,lug,Ganda,0.254,Medium
4415,bul,Bulgarian,luo,Luo,0.267,Medium
4419,bul,Bulgarian,mal,Malayalam,0.487,High
4420,bul,Bulgarian,mar,Marathi,0.366,High
4426,bul,Bulgarian,mkd,Macedonian,10.376,High
4427,bul,Bulgarian,mlt,Maltese,1.879,Medium
4429,bul,Bulgarian,mni,Manipuri,0.388,High
4435,bul,Bulgarian,mya,Burmese,0.314,Medium
4445,bul,Bulgarian,nld,Dutch,2.519,High
4447,bul,Bulgarian,nno,Norwegian Nynorsk,4.199,High
4448,bul,Bulgarian,nob,Norwegian Bokmål,3.55,High
4456,bul,Bulgarian,pan,Panjabi,0.876,High
4462,bul,Bulgarian,pol,Polish,4.111,High
4463,bul,Bulgarian,por,Portuguese,3.324,High
4468,bul,Bulgarian,ron,Romanian,3.138,High
4471,bul,Bulgarian,rus,Russian,8.461,High
4482,bul,Bulgarian,slk,Slovak,7.933,High
4483,bul,Bulgarian,slv,Slovenian,8.084,High
4487,bul,Bulgarian,snd,Sindhi,0.278,Low
4488,bul,Bulgarian,som,Somali,0.088,Low
4490,bul,Bulgarian,spa,Spanish,2.711,High
4497,bul,Bulgarian,swe,Swedish,3.805,High
4499,bul,Bulgarian,tam,Tamil,0.17,High
4501,bul,Bulgarian,tel,Telugu,0.4,High
4503,bul,Bulgarian,tgk,Tajik,1.697,Medium
4504,bul,Bulgarian,tgl,Tagalog,1.297,Medium
4505,bul,Bulgarian,tha,Thai,0.363,High
4512,bul,Bulgarian,tur,Turkish,1.662,High
4517,bul,Bulgarian,ukr,Ukrainian,6.208,High
4518,bul,Bulgarian,urd,Urdu,0.737,High
4522,bul,Bulgarian,vie,Vietnamese,0.339,High
4532,bul,Bulgarian,yor,Yoruba,0.182,Medium
4536,bul,Bulgarian,zsm,Standard Malay,0.963,High
4537,bul,Bulgarian,zul,Zulu,0.3,High
4675,cat,Catalan,ceb,Cebuano,1.315,Medium
4676,cat,Catalan,ces,Czech,2.775,High
4684,cat,Catalan,ckb,Central Kurdish,0.08,Medium
4685,cat,Catalan,cmn,Mandarin Chinese,0.044,High
4691,cat,Catalan,cym,Welsh,1.634,High
4692,cat,Catalan,dan,Danish,3.525,High
4693,cat,Catalan,deu,German,3.99,High
4698,cat,Catalan,ell,Modern Greek,1.594,High
4699,cat,Catalan,eng,English,8.284,High
4703,cat,Catalan,eus,Basque,6.338,High
4710,cat,Catalan,fin,Finnish,1.597,High
4711,cat,Catalan,fra,French,12.214,High
4720,cat,Catalan,gle,Irish,1.823,High
4721,cat,Catalan,glg,Galician,16.886,High
4725,cat,Catalan,guj,Gujarati,0.995,High
4729,cat,Catalan,heb,Hebrew,0.495,High
4732,cat,Catalan,hin,Hindi,0.623,High
4734,cat,Catalan,hrv,Croatian,3.749,High
4736,cat,Catalan,hun,Hungarian,2.166,High
4737,cat,Catalan,hye,Armenian,0.799,High
4739,cat,Catalan,ind,Indonesian,1.731,High
4741,cat,Catalan,isl,Icelandic,0.882,High
4742,cat,Catalan,ita,Italian,11.194,High
4745,cat,Catalan,jav,Javanese,0.558,Low
4746,cat,Catalan,jpn,Japanese,1.3,High
4750,cat,Catalan,kan,Kannada,0.437,High
4752,cat,Catalan,kat,Georgian,1.139,High
4753,cat,Catalan,kaz,Kazakh,0.898,Medium
4755,cat,Catalan,khm,Khmer,0.294,Medium
4757,cat,Catalan,kir,Kirghiz,0.835,Medium
4762,cat,Catalan,kor,Korean,0.427,High
4768,cat,Catalan,lao,Lao,0.186,Medium
4774,cat,Catalan,lit,Lithuanian,3.031,High
4780,cat,Catalan,lug,Ganda,0.09,Medium
4781,cat,Catalan,luo,Luo,0.214,Medium
4784,cat,Catalan,mal,Malayalam,0.477,High
4785,cat,Catalan,mar,Marathi,0.394,High
4791,cat,Catalan,mkd,Macedonian,2.262,High
4792,cat,Catalan,mlt,Maltese,3.095,Medium
4793,cat,Catalan,mni,Manipuri,0.502,High
4800,cat,Catalan,mya,Burmese,0.191,Medium
4810,cat,Catalan,nld,Dutch,4.892,High
4812,cat,Catalan,nno,Norwegian Nynorsk,3.463,High
4813,cat,Catalan,nob,Norwegian Bokmål,3.209,High
4816,cat,Catalan,nya,Nyanja,0.038,Medium
4823,cat,Catalan,pan,Panjabi,0.97,High
4831,cat,Catalan,pol,Polish,3.05,High
4832,cat,Catalan,por,Portuguese,17.325,High
4837,cat,Catalan,ron,Romanian,9.072,High
4840,cat,Catalan,rus,Russian,2.467,High
4852,cat,Catalan,slk,Slovak,3.26,High
4853,cat,Catalan,slv,Slovenian,3.306,High
4857,cat,Catalan,snd,Sindhi,0.251,Low
4858,cat,Catalan,som,Somali,0.358,Low
4860,cat,Catalan,spa,Spanish,22.099,High
4868,cat,Catalan,swe,Swedish,3.287,High
4871,cat,Catalan,tam,Tamil,0.302,High
4873,cat,Catalan,tel,Telugu,0.365,High
4875,cat,Catalan,tgk,Tajik,0.961,Medium
4876,cat,Catalan,tgl,Tagalog,2.19,Medium
4877,cat,Catalan,tha,Thai,0.429,High
4884,cat,Catalan,tur,Turkish,1.675,High
4891,cat,Catalan,ukr,Ukrainian,1.791,High
4892,cat,Catalan,urd,Urdu,0.722,High
4896,cat,Catalan,vie,Vietnamese,0.382,High
4907,cat,Catalan,yor,Yoruba,0.308,Medium
4909,cat,Catalan,zsm,Standard Malay,1.421,High
4910,cat,Catalan,zul,Zulu,0.309,High
5041,ceb,Cebuano,ces,Czech,0.524,Medium
5047,ceb,Cebuano,ckb,Central Kurdish,0.132,Medium
5052,ceb,Cebuano,cym,Welsh,0.908,Medium
5053,ceb,Cebuano,dan,Danish,1.119,Medium
5054,ceb,Cebuano,deu,German,1.129,Medium
5057,ceb,Cebuano,ell,Modern Greek,0.327,Medium
5058,ceb,Cebuano,eng,English,1.007,Medium
5060,ceb,Cebuano,eus,Basque,1.16,Medium
5066,ceb,Cebuano,fin,Finnish,0.431,Medium
5067,ceb,Cebuano,fra,French,1.307,Medium
5074,ceb,Cebuano,gle,Irish,0.448,Medium
5075,ceb,Cebuano,glg,Galician,1.924,Medium
5078,ceb,Cebuano,guj,Gujarati,0.979,Medium
5081,ceb,Cebuano,heb,Hebrew,0.467,Medium
5083,ceb,Cebuano,hin,Hindi,0.352,Medium
5085,ceb,Cebuano,hrv,Croatian,0.739,Medium
5087,ceb,Cebuano,hun,Hungarian,0.991,Medium
5088,ceb,Cebuano,hye,Armenian,0.441,Medium
5090,ceb,Cebuano,ind,Indonesian,0.728,Medium
5091,ceb,Cebuano,isl,Icelandic,0.53,Medium
5092,ceb,Cebuano,ita,Italian,1.494,Medium
5093,ceb,Cebuano,jav,Javanese,1.054,Low
5094,ceb,Cebuano,jpn,Japanese,0.317,Medium
5095,ceb,Cebuano,kan,Kannada,0.426,Medium
5097,ceb,Cebuano,kat,Georgian,0.512,Medium
5098,ceb,Cebuano,kaz,Kazakh,1.094,Medium
5099,ceb,Cebuano,khm,Khmer,0.299,Medium
5100,ceb,Cebuano,kir,Kirghiz,0.776,Medium
5105,ceb,Cebuano,kor,Korean,0.187,Medium
5110,ceb,Cebuano,lao,Lao,0.203,Medium
5116,ceb,Cebuano,lit,Lithuanian,1.468,Medium
5121,ceb,Cebuano,mal,Malayalam,0.791,Medium
5122,ceb,Cebuano,mar,Marathi,0.294,Medium
5127,ceb,Cebuano,mkd,Macedonian,1.002,Medium
5128,ceb,Cebuano,mlt,Maltese,2.789,Medium
5129,ceb,Cebuano,mni,Manipuri,0.969,Medium
5134,ceb,Cebuano,mya,Burmese,0.151,Medium
5141,ceb,Cebuano,nld,Dutch,1.111,Medium
5142,ceb,Cebuano,nno,Norwegian Nynorsk,1.17,Medium
5143,ceb,Cebuano,nob,Norwegian Bokmål,0.986,Medium
5151,ceb,Cebuano,pan,Panjabi,0.897,Medium
5157,ceb,Cebuano,pol,Polish,0.626,Medium
5158,ceb,Cebuano,por,Portuguese,1.622,Medium
5163,ceb,Cebuano,ron,Romanian,0.795,Medium
5166,ceb,Cebuano,rus,Russian,0.725,Medium
5174,ceb,Cebuano,slk,Slovak,0.901,Medium
5175,ceb,Cebuano,slv,Slovenian,0.863,Medium
5179,ceb,Cebuano,som,Somali,0.599,Low
5181,ceb,Cebuano,spa,Spanish,1.551,Medium
5188,ceb,Cebuano,swe,Swedish,1.296,Medium
5191,ceb,Cebuano,tam,Tamil,0.392,Medium
5193,ceb,Cebuano,tel,Telugu,0.649,Medium
5195,ceb,Cebuano,tgk,Tajik,0.928,Medium
5196,ceb,Cebuano,tgl,Tagalog,5.849,Medium
5197,ceb,Cebuano,tha,Thai,0.348,Medium
5202,ceb,Cebuano,tur,Turkish,0.869,Medium
5207,ceb,Cebuano,ukr,Ukrainian,0.868,Medium
5208,ceb,Cebuano,urd,Urdu,0.524,Medium
5211,ceb,Cebuano,vie,Vietnamese,0.147,Medium
5218,ceb,Cebuano,zsm,Standard Malay,1.308,Medium
5219,ceb,Cebuano,zul,Zulu,0.183,Medium
5227,ces,Czech,ckb,Central Kurdish,0.087,Medium
5228,ces,Czech,cmn,Mandarin Chinese,0.055,High
5234,ces,Czech,cym,Welsh,1.372,High
5235,ces,Czech,dan,Danish,3.102,High
5236,ces,Czech,deu,German,3.733,High
5240,ces,Czech,ell,Modern Greek,1.171,High
5241,ces,Czech,eng,English,2.439,High
5244,ces,Czech,eus,Basque,2.284,High
5251,ces,Czech,fin,Finnish,1.341,High
5252,ces,Czech,fra,French,2.749,High
5261,ces,Czech,gle,Irish,1.445,High
5262,ces,Czech,glg,Galician,2.335,High
5266,ces,Czech,guj,Gujarati,0.96,High
5270,ces,Czech,heb,Hebrew,0.437,High
5273,ces,Czech,hin,Hindi,0.636,High
5274,ces,Czech,hrv,Croatian,8.205,High
5276,ces,Czech,hun,Hungarian,2.869,High
5277,ces,Czech,hye,Armenian,1.01,High
5279,ces,Czech,ind,Indonesian,1.122,High
5280,ces,Czech,isl,Icelandic,1.028,High
5281,ces,Czech,ita,Italian,3.113,High
5284,ces,Czech,jav,Javanese,0.446,Low
5285,ces,Czech,jpn,Japanese,0.915,High
5288,ces,Czech,kan,Kannada,0.446,High
5290,ces,Czech,kat,Georgian,1.392,High
5291,ces,Czech,kaz,Kazakh,1.045,Medium
5293,ces,Czech,khm,Khmer,0.294,Medium
5295,ces,Czech,kir,Kirghiz,1.016,Medium
5300,ces,Czech,kor,Korean,0.363,High
5306,ces,Czech,lao,Lao,0.239,Medium
5312,ces,Czech,lit,Lithuanian,2.973,High
5317,ces,Czech,lug,Ganda,0.132,Medium
5318,ces,Czech,luo,Luo,0.288,Medium
5322,ces,Czech,mal,Malayalam,0.517,High
5323,ces,Czech,mar,Marathi,0.371,High
5329,ces,Czech,mkd,Macedonian,6.534,High
5330,ces,Czech,mlt,Maltese,1.794,Medium
5331,ces,Czech,mni,Manipuri,0.368,High
5337,ces,Czech,mya,Burmese,0.184,Medium
5347,ces,Czech,nld,Dutch,2.826,High
5349,ces,Czech,nno,Norwegian Nynorsk,2.833,High
5350,ces,Czech,nob,Norwegian Bokmål,2.766,High
5357,ces,Czech,pan,Panjabi,0.846,High
5365,ces,Czech,pol,Polish,5.171,High
5366,ces,Czech,por,Portuguese,3.315,High
5371,ces,Czech,ron,Romanian,2.777,High
5374,ces,Czech,rus,Russian,6.17,High
5383,ces,Czech,slk,Slovak,16.481,High
5384,ces,Czech,slv,Slovenian,7.662,High
5388,ces,Czech,snd,Sindhi,0.343,Low
5389,ces,Czech,som,Somali,0.439,Low
5391,ces,Czech,spa,Spanish,2.639,High
5399,ces,Czech,swe,Swedish,3.078,High
5402,ces,Czech,tam,Tamil,0.257,High
5404,ces,Czech,tel,Telugu,0.301,High
5406,ces,Czech,tgk,Tajik,1.144,Medium
5407,ces,Czech,tgl,Tagalog,1.254,Medium
5408,ces,Czech,tha,Thai,0.365,High
5415,ces,Czech,tur,Turkish,1.737,High
5419,ces,Czech,ukr,Ukrainian,6.344,High
5420,ces,Czech,urd,Urdu,0.749,High
5424,ces,Czech,vie,Vietnamese,0.481,High
5435,ces,Czech,yor,Yoruba,0.13,Medium
5438,ces,Czech,zsm,Standard Malay,0.977,High
5439,ces,Czech,zul,Zulu,0.275,High
6415,ckb,Central Kurdish,cym,Welsh,0.083,Medium
6416,ckb,Central Kurdish,dan,Danish,0.17,Medium
6417,ckb,Central Kurdish,deu,German,0.088,Medium
6419,ckb,Central Kurdish,ell,Modern Greek,0.065,Medium
6420,ckb,Central Kurdish,eng,English,0.082,Medium
6422,ckb,Central Kurdish,eus,Basque,0.134,Medium
6426,ckb,Central Kurdish,fin,Finnish,0.082,Medium
6427,ckb,Central Kurdish,fra,French,0.101,Medium
6433,ckb,Central Kurdish,gle,Irish,0.175,Medium
6434,ckb,Central Kurdish,glg,Galician,0.159,Medium
6437,ckb,Central Kurdish,guj,Gujarati,0.186,Medium
6440,ckb,Central Kurdish,heb,Hebrew,0.118,Medium
6442,ckb,Central Kurdish,hin,Hindi,0.186,Medium
6443,ckb,Central Kurdish,hrv,Croatian,0.12,Medium
6445,ckb,Central Kurdish,hun,Hungarian,0.098,Medium
6446,ckb,Central Kurdish,hye,Armenian,0.072,Medium
6448,ckb,Central Kurdish,ind,Indonesian,0.058,Medium
6449,ckb,Central Kurdish,isl,Icelandic,0.045,Medium
6450,ckb,Central Kurdish,ita,Italian,0.109,Medium
6451,ckb,Central Kurdish,jav,Javanese,0.174,Low
6452,ckb,Central Kurdish,jpn,Japanese,0.076,Medium
6453,ckb,Central Kurdish,kan,Kannada,0.147,Medium
6455,ckb,Central Kurdish,kat,Georgian,0.111,Medium
6456,ckb,Central Kurdish,kaz,Kazakh,0.155,Medium
6457,ckb,Central Kurdish,khm,Khmer,0.053,Medium
6458,ckb,Central Kurdish,kir,Kirghiz,0.073,Medium
6468,ckb,Central Kurdish,lit,Lithuanian,0.145,Medium
6471,ckb,Central Kurdish,mal,Malayalam,0.143,Medium
6472,ckb,Central Kurdish,mar,Marathi,0.038,Medium
6476,ckb,Central Kurdish,mkd,Macedonian,0.246,Medium
6477,ckb,Central Kurdish,mlt,Maltese,0.177,Medium
6478,ckb,Central Kurdish,mni,Manipuri,0.153,Medium
6486,ckb,Central Kurdish,nld,Dutch,0.078,Medium
6487,ckb,Central Kurdish,nno,Norwegian Nynorsk,0.174,Medium
6488,ckb,Central Kurdish,nob,Norwegian Bokmål,0.137,Medium
6494,ckb,Central Kurdish,pan,Panjabi,0.201,Medium
6496,ckb,Central Kurdish,pol,Polish,0.151,Medium
6497,ckb,Central Kurdish,por,Portuguese,0.133,Medium
6499,ckb,Central Kurdish,ron,Romanian,0.11,Medium
6502,ckb,Central Kurdish,rus,Russian,0.067,Medium
6508,ckb,Central Kurdish,slk,Slovak,0.123,Medium
6509,ckb,Central Kurdish,slv,Slovenian,0.126,Medium
6512,ckb,Central Kurdish,spa,Spanish,0.106,Medium
6515,ckb,Central Kurdish,swe,Swedish,0.133,Medium
6516,ckb,Central Kurdish,tam,Tamil,0.096,Medium
6518,ckb,Central Kurdish,tel,Telugu,0.08,Medium
6519,ckb,Central Kurdish,tgk,Tajik,0.273,Medium
6520,ckb,Central Kurdish,tgl,Tagalog,0.166,Medium
6521,ckb,Central Kurdish,tha,Thai,0.042,Medium
6525,ckb,Central Kurdish,tur,Turkish,0.252,Medium
6529,ckb,Central Kurdish,ukr,Ukrainian,0.157,Medium
6530,ckb,Central Kurdish,urd,Urdu,0.492,Medium
6533,ckb,Central Kurdish,vie,Vietnamese,0.116,Medium
6538,ckb,Central Kurdish,zsm,Standard Malay,0.095,Medium
6542,cmn,Mandarin Chinese,cym,Welsh,0.073,High
6543,cmn,Mandarin Chinese,dan,Danish,0.054,High
6544,cmn,Mandarin Chinese,deu,German,0.041,High
6548,cmn,Mandarin Chinese,ell,Modern Greek,0.039,High
6549,cmn,Mandarin Chinese,eng,English,0.051,High
6551,cmn,Mandarin Chinese,eus,Basque,0.027,High
6555,cmn,Mandarin Chinese,fin,Finnish,0.016,High
6556,cmn,Mandarin Chinese,fra,French,0.039,High
6562,cmn,Mandarin Chinese,gle,Irish,0.044,High
6563,cmn,Mandarin Chinese,glg,Galician,0.059,High
6567,cmn,Mandarin Chinese,guj,Gujarati,0.081,High
6571,cmn,Mandarin Chinese,heb,Hebrew,0.083,High
6572,cmn,Mandarin Chinese,hin,Hindi,0.101,High
6573,cmn,Mandarin Chinese,hrv,Croatian,0.064,High
6575,cmn,Mandarin Chinese,hun,Hungarian,0.058,High
6576,cmn,Mandarin Chinese,hye,Armenian,0.108,High
6577,cmn,Mandarin Chinese,ind,Indonesian,0.065,High
6578,cmn,Mandarin Chinese,isl,Icelandic,0.042,High
6579,cmn,Mandarin Chinese,ita,Italian,0.067,High
6581,cmn,Mandarin Chinese,jpn,Japanese,2.259,High
6583,cmn,Mandarin Chinese,kan,Kannada,0.053,High
6585,cmn,Mandarin Chinese,kat,Georgian,0.013,High
6586,cmn,Mandarin Chinese,kaz,Kazakh,0.048,Medium
6588,cmn,Mandarin Chinese,khm,Khmer,0.1,Medium
6590,cmn,Mandarin Chinese,kir,Kirghiz,0.061,Medium
6593,cmn,Mandarin Chinese,kor,Korean,1.605,High
6596,cmn,Mandarin Chinese,lao,Lao,0.276,Medium
6598,cmn,Mandarin Chinese,lit,Lithuanian,0.061,High
6602,cmn,Mandarin Chinese,lug,Ganda,0.097,Medium
6603,cmn,Mandarin Chinese,luo,Luo,0.154,Medium
6604,cmn,Mandarin Chinese,mal,Malayalam,0.082,High
6605,cmn,Mandarin Chinese,mar,Marathi,0.081,High
6608,cmn,Mandarin Chinese,mkd,Macedonian,0.076,High
6609,cmn,Mandarin Chinese,mlt,Maltese,0.134,Medium
6611,cmn,Mandarin Chinese,mni,Manipuri,0.025,High
6621,cmn,Mandarin Chinese,nld,Dutch,0.125,High
6622,cmn,Mandarin Chinese,nno,Norwegian Nynorsk,0.075,High
6623,cmn,Mandarin Chinese,nob,Norwegian Bokmål,0.073,High
6628,cmn,Mandarin Chinese,pan,Panjabi,0.143,High
6630,cmn,Mandarin Chinese,pol,Polish,0.076,High
6631,cmn,Mandarin Chinese,por,Portuguese,0.057,High
6634,cmn,Mandarin Chinese,ron,Romanian,0.042,High
6636,cmn,Mandarin Chinese,rus,Russian,0.063,High
6643,cmn,Mandarin Chinese,slk,Slovak,0.059,High
6644,cmn,Mandarin Chinese,slv,Slovenian,0.047,High
6647,cmn,Mandarin Chinese,snd,Sindhi,0.087,Low
6648,cmn,Mandarin Chinese,som,Somali,0.077,Low
6650,cmn,Mandarin Chinese,spa,Spanish,0.042,High
6653,cmn,Mandarin Chinese,swe,Swedish,0.053,High
6654,cmn,Mandarin Chinese,tam,Tamil,0.081,High
6656,cmn,Mandarin Chinese,tel,Telugu,0.034,High
6657,cmn,Mandarin Chinese,tgk,Tajik,0.098,Medium
6658,cmn,Mandarin Chinese,tgl,Tagalog,0.046,Medium
6659,cmn,Mandarin Chinese,tha,Thai,0.095,High
6663,cmn,Mandarin Chinese,tur,Turkish,0.038,High
6666,cmn,Mandarin Chinese,ukr,Ukrainian,0.08,High
6667,cmn,Mandarin Chinese,urd,Urdu,0.141,High
6670,cmn,Mandarin Chinese,vie,Vietnamese,1.115,High
6676,cmn,Mandarin Chinese,yor,Yoruba,0.051,Medium
6677,cmn,Mandarin Chinese,yue,Yue Chinese,3.842,Medium
6679,cmn,Mandarin Chinese,zsm,Standard Malay,0.046,High
6680,cmn,Mandarin Chinese,zul,Zulu,0.052,High
7494,cym,Welsh,dan,Danish,2.054,High
7495,cym,Welsh,deu,German,1.756,High
7500,cym,Welsh,ell,Modern Greek,0.873,High
7501,cym,Welsh,eng,English,1.585,High
7504,cym,Welsh,eus,Basque,1.275,High
7511,cym,Welsh,fin,Finnish,0.671,High
7512,cym,Welsh,fra,French,1.72,High
7519,cym,Welsh,gle,Irish,3.046,Medium
7520,cym,Welsh,glg,Galician,1.855,High
7524,cym,Welsh,guj,Gujarati,0.812,High
7528,cym,Welsh,heb,Hebrew,0.263,High
7531,cym,Welsh,hin,Hindi,0.779,High
7533,cym,Welsh,hrv,Croatian,1.102,High
7535,cym,Welsh,hun,Hungarian,1.201,High
7536,cym,Welsh,hye,Armenian,0.826,Medium
7538,cym,Welsh,ind,Indonesian,0.67,High
7539,cym,Welsh,isl,Icelandic,1.06,High
7540,cym,Welsh,ita,Italian,1.739,High
7543,cym,Welsh,jav,Javanese,1.337,Low
7544,cym,Welsh,jpn,Japanese,0.737,High
7548,cym,Welsh,kan,Kannada,0.485,High
7550,cym,Welsh,kat,Georgian,0.921,Medium
7551,cym,Welsh,kaz,Kazakh,0.607,Medium
7552,cym,Welsh,khm,Khmer,0.386,Medium
7554,cym,Welsh,kir,Kirghiz,0.409,Medium
7559,cym,Welsh,kor,Korean,0.442,High
7565,cym,Welsh,lao,Lao,0.313,Medium
7571,cym,Welsh,lit,Lithuanian,1.252,High
7577,cym,Welsh,lug,Ganda,0.238,Medium
7578,cym,Welsh,luo,Luo,0.139,Medium
7580,cym,Welsh,mal,Malayalam,0.459,High
7581,cym,Welsh,mar,Marathi,0.53,Medium
7587,cym,Welsh,mkd,Macedonian,1.653,Medium
7588,cym,Welsh,mlt,Maltese,1.922,Medium
7589,cym,Welsh,mni,Manipuri,0.411,Medium
7595,cym,Welsh,mya,Burmese,0.334,Medium
7602,cym,Welsh,nld,Dutch,1.667,High
7604,cym,Welsh,nno,Norwegian Nynorsk,2.139,Medium
7605,cym,Welsh,nob,Norwegian Bokmål,1.922,High
7613,cym,Welsh,pan,Panjabi,0.84,High
7618,cym,Welsh,pol,Polish,1.091,High
7619,cym,Welsh,por,Portuguese,2.079,High
7624,cym,Welsh,ron,Romanian,1.465,High
7627,cym,Welsh,rus,Russian,1.055,High
7638,cym,Welsh,slk,Slovak,1.029,High
7639,cym,Welsh,slv,Slovenian,1.176,High
7642,cym,Welsh,snd,Sindhi,0.109,Low
7643,cym,Welsh,som,Somali,0.251,Low
7645,cym,Welsh,spa,Spanish,1.501,High
7651,cym,Welsh,swe,Swedish,1.622,High
7653,cym,Welsh,tam,Tamil,0.263,High
7655,cym,Welsh,tel,Telugu,0.411,High
7657,cym,Welsh,tgk,Tajik,1.041,Medium
7658,cym,Welsh,tgl,Tagalog,1.338,Medium
7659,cym,Welsh,tha,Thai,0.301,High
7665,cym,Welsh,tur,Turkish,1.173,High
7671,cym,Welsh,ukr,Ukrainian,1.287,High
7672,cym,Welsh,urd,Urdu,0.706,High
7676,cym,Welsh,vie,Vietnamese,0.524,High
7685,cym,Welsh,yor,Yoruba,0.17,Medium
7687,cym,Welsh,zsm,Standard Malay,0.84,High
7688,cym,Welsh,zul,Zulu,0.411,Medium
7690,dan,Danish,deu,German,7.748,High
